Drug Tier,Specialty,Plan Type,Allowed,Drug_name,Requirements_Limits
3,Not Specified,my blue,Yes,"naproxen tab 250 mg, 375 mg",Not Specified
3,Not Specified,my blue,Yes,naproxen tab 500 mg (Naprosyn),Not Specified
6,Speciality Drug,my blue,Yes,"OLUMIANT - baricitinib tab 1 mg, 2 mg, 4 mg","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
6,Speciality Drug,my blue,Yes,"ORENCIA - abatacept subcutaneous soln prefilled syringe 50 mg/0.4ml, 87.5 mg/0.7ml, 125 mg/ml","Prior authorization, Quantity Limits (4 syringes/28 days)"
6,Speciality Drug,my blue,Yes,ORENCIA CLICKJECT - abatacept subcutaneous soln auto-injector 125 mg/ml,"Prior authorization, Quantity Limits (4 pens/28 days)"
6,Speciality Drug,my blue,Yes,OTEZLA - apremilast tab starter therapy pack 10 mg & 20 mg & 30 mg,"Prior authorization, Quantity Limits (55 tablets/180 days)"
6,Speciality Drug,my blue,Yes,OTEZLA - apremilast tab 30 mg,"Prior authorization, Quantity Limits (60 tablets/30 days)"
5,Not Specified,my blue,Yes,"OTREXUP - methotrexate soln pf auto-injector 10 mg/0.4ml, 12.5 mg/0.4ml, 15 mg/0.4ml, 17.5 mg/0.4ml, 20 mg/0.4ml, 22.5 mg/0.4ml, 25 mg/0.4ml",ST
5,Not Specified,my blue,Yes,oxaprozin tab 600 mg (Daypro),Not Specified
3,Not Specified,my blue,Yes,"piroxicam cap 10 mg, 20 mg (Feldene)",Not Specified
6,Speciality Drug,my blue,Yes,"RINVOQ - upadacitinib tab er 24hr 15 mg, 30 mg","Prior authorization, Limited distribution, Quantity Limits (30 tablets/30 days)"
6,Speciality Drug,my blue,Yes,RINVOQ - upadacitinib tab er 24hr 45 mg,"Prior authorization, Limited distribution, Quantity Limits (84 tablets/365 days)"
6,Speciality Drug,my blue,Yes,SIMPONI - golimumab subcutaneous soln auto-injector 100 mg/ml,"Prior authorization, Quantity Limits (1 pen/28 days)"
6,Speciality Drug,my blue,Yes,SIMPONI - golimumab subcutaneous soln prefilled syringe 100 mg/ml,"Prior authorization, Quantity Limits (1 syringe/28 days)"
3,Not Specified,my blue,Yes,"sulindac tab 150 mg, 200 mg",Not Specified
6,Speciality Drug,my blue,Yes,XELJANZ - tofacitinib citrate oral soln 1 mg/ml (base equivalent),"Prior authorization, Quantity Limits (240 mls/30 days)"
6,Speciality Drug,my blue,Yes,XELJANZ - tofacitinib citrate tab 5 mg (base equivalent),"Prior authorization, Quantity Limits (60 tablets/30 days)"
6,Speciality Drug,my blue,Yes,XELJANZ - tofacitinib citrate tab 10 mg (base equivalent),"Prior authorization, Quantity Limits (240 tablets/365 days)"
6,Speciality Drug,my blue,Yes,XELJANZ XR - tofacitinib citrate tab er 24hr 11 mg (base equivalent),"Prior authorization, Quantity Limits (30 tablets/30 days)"
6,Speciality Drug,my blue,Yes,XELJANZ XR - tofacitinib citrate tab er 24hr 22 mg (base equivalent),"Prior authorization, Quantity Limits (120 tablets/365 days)"
5,Not Specified,my blue,Yes,"AIMOVIG - erenumab-aooe subcutaneous soln auto- injector 70 mg/ml, 140 mg/ml","Prior authorization, Quantity Limits (1 pen/28 days)"
5,Not Specified,my blue,Yes,AJOVY - fremanezumab-vfrm subcutaneous soln auto- inj 225 mg/1.5ml,"Prior authorization, Quantity Limits (3 pens/84 days)"
5,Not Specified,my blue,Yes,AJOVY - fremanezumab-vfrm subcutaneous soln pref syr 225 mg/1.5ml,"Prior authorization, Quantity Limits (3 syringes/84 days)"
5,Not Specified,my blue,Yes,"almotriptan malate tab 6.25 mg, 12.5 mg","Prior authorization, Quantity Limits (12 tablets/30 days)"
5,Not Specified,my blue,Yes,dihydroergotamine mesylate inj 1 mg/ml (D.h.e. 45),"Prior authorization, Quantity Limits (24 ampules/28 days)"
5,Not Specified,my blue,Yes,dihydroergotamine mesylate nasal spray 4 mg/ml (Migranal),"Prior authorization, Quantity Limits (8 vials/28 days)"
5,Not Specified,my blue,Yes,eletriptan hydrobromide tab 20 mg (base equivalent) (Relpax),Quantity Limits (12 tablets/30 days)
5,Not Specified,my blue,Yes,eletriptan hydrobromide tab 40 mg (base equivalent) (Relpax),Quantity Limits (6 tablets/30 days)
5,Not Specified,my blue,Yes,EMGALITY - galcanezumab-gnlm subcutaneous soln auto-injector 120 mg/ml,"Prior authorization, Quantity Limits (1 pen/28 days)"
5,Not Specified,my blue,Yes,EMGALITY - galcanezumab-gnlm subcutaneous soln prefilled syr 100 mg/ml,"Prior authorization, Quantity Limits (9 syringes/180 days)"
5,Not Specified,my blue,Yes,EMGALITY - galcanezumab-gnlm subcutaneous soln prefilled syr 120 mg/ml,"Prior authorization, Quantity Limits (1 syringe/28 days)"
5,Not Specified,my blue,Yes,ergotamine w/ caffeine tab 1-100 mg (Cafergot),"Prior authorization, Quantity Limits (40 tablets/28 days)"
5,Not Specified,my blue,Yes,frovatriptan succinate tab 2.5 mg (base equivalent) (Frova),"Prior authorization, Quantity Limits (18 tablets/30 days)"
3,Not Specified,my blue,Yes,"naratriptan hcl tab 1 mg (base equiv), 2.5 mg (base equiv) (Amerge)",Quantity Limits (18 tablets/30 days)
5,Not Specified,my blue,Yes,NURTEC - rimegepant sulfate tab disint 75 mg,"Prior authorization, Quantity Limits (16 tablets/30 days)"
5,Not Specified,my blue,Yes,"QULIPTA - atogepant tab 10 mg, 30 mg, 60 mg","Prior authorization, Quantity Limits (30 tablets/30 days)"
5,Not Specified,my blue,Yes,"REYVOW - lasmiditan succinate tab 50 mg, 100 mg","Prior authorization, Quantity Limits (8 tablets/30 days)"
3,Not Specified,my blue,Yes,rizatriptan benzoate oral disintegrating tab 5 mg (base eq),Quantity Limits (24 tablets/30 days)
3,Not Specified,my blue,Yes,rizatriptan benzoate oral disintegrating tab 10 mg (base eq) (Maxalt-mlt),Quantity Limits (12 tablets/30 days)
3,Not Specified,my blue,Yes,rizatriptan benzoate tab 5 mg (base equivalent),Quantity Limits (24 tablets/30 days)
3,Not Specified,my blue,Yes,rizatriptan benzoate tab 10 mg (base equivalent) (Maxalt),Quantity Limits (12 tablets/30 days)
5,Not Specified,my blue,Yes,sumatriptan nasal spray 5 mg/act (Imitrex),Quantity Limits (6 packs/30 days)
5,Not Specified,my blue,Yes,sumatriptan nasal spray 20 mg/act (Imitrex),Quantity Limits (2 packs/30 days)
5,Not Specified,my blue,Yes,sumatriptan succinate inj 6 mg/0.5ml (Imitrex),Quantity Limits (8 vials/30 days)
5,Not Specified,my blue,Yes,SUMATRIPTAN SUCCINATE REF - sumatriptan succinate solution cartridge 4 mg/0.5ml,"Prior authorization, Quantity Limits (12 doses/30 days)"
5,Not Specified,my blue,Yes,SUMATRIPTAN SUCCINATE REF - sumatriptan succinate solution cartridge 6 mg/0.5ml,"Prior authorization, Quantity Limits (8 doses/30 days)"
5,Not Specified,my blue,Yes,sumatriptan succinate solution auto-injector 4 mg/0.5ml (Imitrex statdose sys),Quantity Limits (12 doses/30 days)
5,Not Specified,my blue,Yes,sumatriptan succinate solution auto-injector 6 mg/0.5ml (Imitrex statdose sys),Quantity Limits (8 doses/30 days)
3,Not Specified,my blue,Yes,sumatriptan succinate tab 25 mg (Imitrex),Quantity Limits (36 tablets/30 days)
3,Not Specified,my blue,Yes,sumatriptan succinate tab 50 mg (Imitrex),Quantity Limits (18 tablets/30 days)
3,Not Specified,my blue,Yes,sumatriptan succinate tab 100 mg (Imitrex),Quantity Limits (9 tablets/30 days)
5,Not Specified,my blue,Yes,TRUDHESA - dihydroergotamine mesylate hfa nasal aerosol 0.725 mg/act,"Prior authorization, Quantity Limits (12 mls/28 days)"
5,Not Specified,my blue,Yes,"UBRELVY - ubrogepant tab 50 mg, 100 mg","Prior authorization, Quantity Limits (16 tablets/30 days)"
5,Not Specified,my blue,Yes,zolmitriptan nasal spray 5 mg/spray unit (Zomig),Quantity Limits (12 units/30 days)
5,Not Specified,my blue,Yes,"zolmitriptan orally disintegrating tab 2.5 mg, 5 mg (Zomig zmt)",Quantity Limits (12 tablets/30 days)
3,Not Specified,my blue,Yes,"zolmitriptan tab 2.5 mg, 5 mg (Zomig)",Quantity Limits (12 tablets/30 days)
6,Not Specified,my blue,Yes,ZOMIG - zolmitriptan nasal spray 2.5 mg/spray unit,"Prior authorization, Quantity Limits (12 units/30 days)"
3,Not Specified,my blue,Yes,"allopurinol tab 100 mg, 300 mg (Zyloprim)",Not Specified
3,Not Specified,my blue,Yes,colchicine tab 0.6 mg (Colcrys),Not Specified
3,Not Specified,my blue,Yes,colchicine w/ probenecid tab 0.5-500 mg,Not Specified
5,Not Specified,my blue,Yes,"febuxostat tab 40 mg, 80 mg (Uloric)",Quantity Limits (30 tablets/30 days)
5,Not Specified,my blue,Yes,probenecid tab 500 mg,Not Specified
5,Not Specified,my blue,Yes,"APTIOM - eslicarbazepine acetate tab 200 mg, 400 mg, 600 mg, 800 mg",Not Specified
6,Not Specified,my blue,Yes,"BRIVIACT - brivaracetam tab 10 mg, 25 mg, 50 mg, 75 mg, 100 mg",Prior authorization
6,Not Specified,my blue,Yes,BRIVIACT - brivaracetam oral soln 10 mg/ml,Prior authorization
5,Not Specified,my blue,Yes,"carbamazepine cap er 12hr 100 mg, 200 mg, 300 mg (Carbatrol)",Not Specified
3,Not Specified,my blue,Yes,carbamazepine chew tab 100 mg,Not Specified
5,Not Specified,my blue,Yes,carbamazepine susp 100 mg/5ml (Tegretol),Not Specified
5,Not Specified,my blue,Yes,"carbamazepine tab er 12hr 100 mg, 200 mg, 400 mg (Tegretol-xr)",Not Specified
3,Not Specified,my blue,Yes,carbamazepine tab 200 mg (Tegretol),Not Specified
6,Not Specified,my blue,Yes,CELONTIN - methsuximide cap 300 mg,Prior authorization
5,Not Specified,my blue,Yes,clobazam suspension 2.5 mg/ml (Onfi),Not Specified
3,Not Specified,my blue,Yes,clobazam tab 10 mg (Onfi),Not Specified
5,Not Specified,my blue,Yes,clobazam tab 20 mg (Onfi),Not Specified
3,Not Specified,my blue,Yes,"clonazepam orally disintegrating tab 0.125 mg, 0.25 mg, 0.5 mg, 1 mg, 2 mg",Not Specified
3,Not Specified,my blue,Yes,"clonazepam tab 0.5 mg, 1 mg, 2 mg (Klonopin)",Not Specified
6,Speciality Drug,my blue,Yes,"DIACOMIT - stiripentol cap 250 mg, 500 mg",Not Specified
6,Speciality Drug,my blue,Yes,"DIACOMIT - stiripentol packet 250 mg, 500 mg",Not Specified
5,Not Specified,my blue,Yes,DIASTAT ACUDIAL - diazepam rectal gel delivery system 10 mg,Not Specified
5,Not Specified,my blue,Yes,"diazepam rectal gel delivery system 10 mg, 20 mg (Diastat acudial)",Not Specified
5,Not Specified,my blue,Yes,"DILANTIN - phenytoin sodium extended cap 30 mg, 100 mg",Not Specified
5,Not Specified,my blue,Yes,divalproex sodium cap delayed release sprinkle 125 mg (Depakote sprinkles),Not Specified
3,Not Specified,my blue,Yes,"divalproex sodium tab delayed release 125 mg, 250 mg, 500 mg (Depakote)",Not Specified
3,Not Specified,my blue,Yes,"divalproex sodium tab er 24 hr 250 mg, 500 mg (Depakote er)",Not Specified
6,Speciality Drug,my blue,Yes,EPIDIOLEX - cannabidiol soln 100 mg/ml,"Prior authorization, Limited distribution"
5,Not Specified,my blue,Yes,EPRONTIA - topiramate oral soln 25 mg/ml,Quantity Limits (473 mls/29 days)
5,Not Specified,my blue,Yes,ethosuximide cap 250 mg (Zarontin),Not Specified
5,Not Specified,my blue,Yes,ethosuximide soln 250 mg/5ml (Zarontin),Not Specified
5,Not Specified,my blue,Yes,felbamate susp 600 mg/5ml (Felbatol),Not Specified
5,Not Specified,my blue,Yes,"felbamate tab 400 mg, 600 mg (Felbatol)",Not Specified
6,Speciality Drug,my blue,Yes,FINTEPLA - fenfluramine hcl oral soln 2.2 mg/ml,"Prior authorization, Limited distribution"
6,Not Specified,my blue,Yes,"FYCOMPA - perampanel tab 2 mg, 4 mg, 6 mg, 8 mg, 10 mg, 12 mg",Prior authorization
3,Not Specified,my blue,Yes,"gabapentin cap 100 mg, 300 mg, 400 mg (Neurontin)",Not Specified
5,Not Specified,my blue,Yes,gabapentin oral soln 250 mg/5ml (Neurontin),Not Specified
3,Not Specified,my blue,Yes,"gabapentin tab 600 mg, 800 mg (Neurontin)",Not Specified
5,Not Specified,my blue,Yes,lacosamide oral solution 10 mg/ml (Vimpat),Not Specified
5,Not Specified,my blue,Yes,"lacosamide tab 50 mg, 100 mg, 150 mg, 200 mg (Vimpat)",Not Specified
5,Not Specified,my blue,Yes,"lamotrigine orally disintegrating tab 25 mg, 50 mg, 100 mg, 200 mg (Lamictal odt)",Not Specified
3,Not Specified,my blue,Yes,lamotrigine tab chewable dispersible 5 mg (Lamictal chewable di),Not Specified
5,Not Specified,my blue,Yes,lamotrigine tab chewable dispersible 25 mg (Lamictal chewable di),Not Specified
5,Not Specified,my blue,Yes,lamotrigine tab disint 21 x 25 mg & 7 x 50 mg titration kit (Lamictal odt),Not Specified
5,Not Specified,my blue,Yes,lamotrigine tab disint 42 x 50mg & 14 x 100mg titration kit (Lamictal odt),Not Specified
5,Not Specified,my blue,Yes,lamotrigine tab disint 25 (14) & 50 mg (14) & 100 mg (7) kit (Lamictal odt),Not Specified
5,Not Specified,my blue,Yes,"lamotrigine tab er 24hr 25 mg, 50 mg, 100 mg, 200 mg, 250 mg, 300 mg (Lamictal xr)",Not Specified
3,Not Specified,my blue,Yes,"lamotrigine tab 25 mg, 100 mg, 150 mg, 200 mg (Lamictal)",Not Specified
5,Not Specified,my blue,Yes,lamotrigine tab 35 x 25 mg starter kit (Lamictal starter/tak),Not Specified
5,Not Specified,my blue,Yes,lamotrigine tab 25 mg (42) & 100 mg (7) starter kit (Lamictal starter/not),Not Specified
5,Not Specified,my blue,Yes,lamotrigine tab 84 x 25 mg & 14 x 100 mg starter kit (Lamictal starter/tak),Not Specified
3,Not Specified,my blue,Yes,levetiracetam oral soln 100 mg/ml (Keppra),Not Specified
3,Not Specified,my blue,Yes,levetiracetam tab er 24hr 500 mg (Keppra xr),Not Specified
5,Not Specified,my blue,Yes,levetiracetam tab er 24hr 750 mg (Keppra xr),Not Specified
3,Not Specified,my blue,Yes,"levetiracetam tab 250 mg, 500 mg, 750 mg, 1000 mg (Keppra)",Not Specified
5,Not Specified,my blue,Yes,methsuximide cap 300 mg (Celontin),Not Specified
5,Not Specified,my blue,Yes,NAYZILAM - midazolam nasal spray soln 5 mg/0.1 ml,Quantity Limits (10 bottles/30 days)
5,Not Specified,my blue,Yes,oxcarbazepine susp 300 mg/5ml (60 mg/ml) (Trileptal),Not Specified
3,Not Specified,my blue,Yes,"oxcarbazepine tab 150 mg, 300 mg, 600 mg (Trileptal)",Not Specified
3,Not Specified,my blue,Yes,phenytoin chew tab 50 mg (Dilantin infatabs),Not Specified
3,Not Specified,my blue,Yes,phenytoin sodium extended cap 100 mg (Dilantin),Not Specified
5,Not Specified,my blue,Yes,"phenytoin sodium extended cap 200 mg, 300 mg (Phenytek)",Not Specified
3,Not Specified,my blue,Yes,phenytoin susp 125 mg/5ml (Dilantin-125),Not Specified
3,Not Specified,my blue,Yes,"pregabalin cap 25 mg, 50 mg, 75 mg, 100 mg, 150 mg, 200 mg (Lyrica)",Quantity Limits (90 capsules/30 days)
3,Not Specified,my blue,Yes,"pregabalin cap 225 mg, 300 mg (Lyrica)",Quantity Limits (60 capsules/30 days)
5,Not Specified,my blue,Yes,pregabalin soln 20 mg/ml (Lyrica),Quantity Limits (900 mls/30 days)
3,Not Specified,my blue,Yes,"primidone tab 50 mg, 250 mg (Mysoline)",Not Specified
5,Not Specified,my blue,Yes,rufinamide susp 40 mg/ml (Banzel),Not Specified
5,Not Specified,my blue,Yes,"rufinamide tab 200 mg, 400 mg (Banzel)",Not Specified
5,Not Specified,my blue,Yes,"SYMPAZAN - clobazam oral film 5 mg, 10 mg, 20 mg",Not Specified
5,Not Specified,my blue,Yes,"tiagabine hcl tab 2 mg, 4 mg, 12 mg, 16 mg (Gabitril)",Not Specified
5,Not Specified,my blue,Yes,"topiramate cap er 24hr sprinkle 25 mg, 50 mg, 100 mg, 150 mg (Qudexy xr)","Prior authorization, Quantity Limits (30 capsules/30 days)"
5,Not Specified,my blue,Yes,topiramate cap er 24hr sprinkle 200 mg (Qudexy xr),"Prior authorization, Quantity Limits (60 capsules/30 days)"
5,Not Specified,my blue,Yes,"topiramate cap er 24hr 25 mg, 50 mg, 100 mg (Trokendi xr)","Prior authorization, Quantity Limits (30 capsules/30 days)"
5,Not Specified,my blue,Yes,topiramate cap er 24hr 200 mg (Trokendi xr),"Prior authorization, Quantity Limits (60 capsules/30 days)"
3,Not Specified,my blue,Yes,topiramate sprinkle cap 15 mg (Topamax sprinkle),Not Specified
5,Not Specified,my blue,Yes,topiramate sprinkle cap 25 mg (Topamax sprinkle),Not Specified
3,Not Specified,my blue,Yes,"topiramate tab 25 mg, 50 mg, 100 mg, 200 mg (Topamax)",Not Specified
3,Not Specified,my blue,Yes,valproate sodium oral soln 250 mg/5ml (base equiv),Not Specified
3,Not Specified,my blue,Yes,valproic acid cap 250 mg,Not Specified
5,Not Specified,my blue,Yes,VALTOCO 10 MG DOSE - diazepam nasal spray 10 mg/0.1 ml,Quantity Limits (10 bottles/30 days)
5,Not Specified,my blue,Yes,VALTOCO 15 MG DOSE - diazepam nasal spray ther pack 2 x 7.5 mg/0.1ml (15 mg dose),Quantity Limits (10 bottles/30 days)
5,Not Specified,my blue,Yes,VALTOCO 20 MG DOSE - diazepam nasal spray ther pack 2 x 10 mg/0.1ml (20 mg dose),Quantity Limits (10 bottles/30 days)
5,Not Specified,my blue,Yes,VALTOCO 5 MG DOSE - diazepam nasal spray 5 mg/0.1 ml,Quantity Limits (10 bottles/30 days)
6,Speciality Drug,my blue,Yes,vigabatrin powd pack 500 mg (Sabril),Limited distribution
6,Speciality Drug,my blue,Yes,vigabatrin tab 500 mg (Sabril),Limited distribution
3,Not Specified,my blue,Yes,"zonisamide cap 25 mg, 100 mg (Zonegran)",Not Specified
3,Not Specified,my blue,Yes,zonisamide cap 50 mg,Not Specified
6,Speciality Drug,my blue,Yes,ZTALMY - ganaxolone susp 50 mg/ml,"Prior authorization, Limited distribution, Quantity Limits (1100 mls/30 days)"
3,Not Specified,my blue,Yes,amantadine hcl cap 100 mg,Not Specified
3,Not Specified,my blue,Yes,amantadine hcl soln 50 mg/5ml,Not Specified
5,Not Specified,my blue,Yes,amantadine hcl tab 100 mg,Not Specified
6,Speciality Drug,my blue,Yes,apomorphine hcl soln cartridge 30 mg/3ml (Apokyn),Prior authorization
3,Not Specified,my blue,Yes,"benztropine mesylate tab 0.5 mg, 1 mg, 2 mg",Not Specified
5,Not Specified,my blue,Yes,bromocriptine mesylate cap 5 mg (base equivalent) (Parlodel),Not Specified
5,Not Specified,my blue,Yes,bromocriptine mesylate tab 2.5 mg (base equivalent) (Parlodel),Not Specified
3,Not Specified,my blue,Yes,"carbidopa & levodopa tab er 25-100 mg, 50-200 mg",Not Specified
3,Not Specified,my blue,Yes,"carbidopa & levodopa tab 10-100 mg, 25-100 mg (Sinemet)",Not Specified
3,Not Specified,my blue,Yes,carbidopa & levodopa tab 25-250 mg,Not Specified
5,Not Specified,my blue,Yes,carbidopa tab 25 mg (Lodosyn),Not Specified
5,Not Specified,my blue,Yes,carbidopa-levodopa-entacapone tabs 12.5-50-200 mg (Stalevo 50),Not Specified
5,Not Specified,my blue,Yes,carbidopa-levodopa-entacapone tabs 18.75-75-200 mg (Stalevo 75),Not Specified
5,Not Specified,my blue,Yes,carbidopa-levodopa-entacapone tabs 25-100-200 mg (Stalevo 100),Not Specified
5,Not Specified,my blue,Yes,carbidopa-levodopa-entacapone tabs 31.25-125-200 mg (Stalevo 125),Not Specified
5,Not Specified,my blue,Yes,carbidopa-levodopa-entacapone tabs 37.5-150-200 mg (Stalevo 150),Not Specified
5,Not Specified,my blue,Yes,carbidopa-levodopa-entacapone tabs 50-200-200 mg (Stalevo 200),Not Specified
5,Not Specified,my blue,Yes,entacapone tab 200 mg (Comtan),Not Specified
6,Speciality Drug,my blue,Yes,INBRIJA - levodopa inhal powder cap 42 mg,"Prior authorization, Limited distribution"
5,Not Specified,my blue,Yes,"pramipexole dihydrochloride tab er 24hr 0.375 mg, 0.75 mg, 1.5 mg, 2.25 mg, 3 mg, 3.75 mg, 4.5 mg (Mirapex er)",Not Specified
3,Not Specified,my blue,Yes,"pramipexole dihydrochloride tab 0.125 mg, 0.5 mg, 0.75 mg, 1 mg (Mirapex)",Not Specified
3,Not Specified,my blue,Yes,"pramipexole dihydrochloride tab 0.25 mg, 1.5 mg",Not Specified
5,Not Specified,my blue,Yes,"rasagiline mesylate tab 0.5 mg (base equiv), 1 mg (base equiv) (Azilect)",Not Specified
3,Not Specified,my blue,Yes,ropinirole hydrochloride tab er 24hr 2 mg (base equivalent),Not Specified
5,Not Specified,my blue,Yes,"ropinirole hydrochloride tab er 24hr 4 mg (base equivalent), 6 mg (base equivalent), 8 mg (base equivalent), 12 mg (base equivalent)",Not Specified
3,Not Specified,my blue,Yes,"ropinirole hydrochloride tab 0.25 mg, 0.5 mg, 1 mg, 2 mg, 3 mg, 4 mg, 5 mg",Not Specified
5,Not Specified,my blue,Yes,selegiline hcl cap 5 mg,Not Specified
5,Not Specified,my blue,Yes,selegiline hcl tab 5 mg,Not Specified
